Voltage (V),Attenuation (dB)
4.252,13.721
4.253,13.736
4.254,13.751
4.255,13.766
4.256,13.780
4.258,13.795
4.259,13.810
4.260,13.825
4.261,13.840
4.263,13.855
4.264,13.869
4.265,13.884
4.266,13.899
4.267,13.914
4.269,13.929
4.270,13.943
4.271,13.958
4.272,13.973
4.274,13.988
4.275,14.003
4.276,14.018
4.277,14.033
4.278,14.048
4.280,14.063
4.281,14.078
4.282,14.093
4.283,14.108
4.284,14.123
4.286,14.138
4.287,14.153
4.288,14.168
4.289,14.184
4.291,14.199
4.292,14.214
4.293,14.229
4.294,14.244
4.295,14.259
4.297,14.274
4.298,14.289
4.299,14.305
4.300,14.320
4.302,14.335
4.303,14.350
4.304,14.365
4.305,14.381
4.306,14.396
4.308,14.411
4.309,14.426
4.310,14.442
4.311,14.457
4.313,14.472
4.314,14.488
4.315,14.503
4.316,14.518
4.317,14.534
4.319,14.549
4.320,14.564
4.321,14.580
4.322,14.595
4.324,14.610
4.325,14.626
4.326,14.641
4.327,14.656
4.328,14.672
4.330,14.687
4.331,14.702
4.332,14.718
4.333,14.733
4.335,14.749
4.336,14.764
4.337,14.779
4.338,14.795
4.339,14.810
4.341,14.826
4.342,14.841
4.343,14.857
4.344,14.872
4.346,14.887
4.347,14.903
4.348,14.919
4.349,14.934
4.350,14.950
4.352,14.965
4.353,14.980
4.354,14.995
4.355,15.011
4.357,15.027
4.358,15.042
4.359,15.058
4.360,15.073
4.361,15.089
4.363,15.104
4.364,15.120
4.365,15.135
4.366,15.151
4.368,15.167
4.369,15.182
4.370,15.198
4.371,15.214
4.372,15.229
4.374,15.245
4.375,15.260
4.376,15.276
4.377,15.292
4.379,15.307
4.380,15.323
4.381,15.339
4.382,15.354
4.383,15.370
4.385,15.386
4.386,15.401
4.387,15.417
4.388,15.433
4.389,15.448
4.391,15.464
4.392,15.480
4.393,15.495
4.394,15.511
4.396,15.527
4.397,15.542
4.398,15.558
4.399,15.574
4.400,15.590
4.402,15.605
4.403,15.621
4.404,15.637
4.405,15.652
4.407,15.668
4.408,15.684
4.409,15.699
4.410,15.715
4.411,15.731
4.413,15.747
4.414,15.762
4.415,15.778
4.416,15.794
4.418,15.810
4.419,15.825
4.420,15.841
4.421,15.857
4.422,15.873
4.424,15.888
4.425,15.904
4.426,15.920
4.427,15.936
4.429,15.952
4.430,15.968
4.431,15.984
4.432,16.000
4.433,16.015
4.435,16.031
4.436,16.047
4.437,16.063
4.438,16.079
4.440,16.095
4.441,16.110
4.442,16.126
4.443,16.142
4.444,16.158
4.446,16.173
4.447,16.189
4.448,16.205
4.449,16.221
4.451,16.237
4.452,16.253
4.453,16.269
4.454,16.285
4.455,16.301
4.457,16.317
4.458,16.333
4.459,16.349
4.460,16.365
4.462,16.381
4.463,16.397
4.464,16.413
4.465,16.429
4.466,16.445
4.468,16.461
4.469,16.477
4.470,16.493
4.471,16.509
4.473,16.525
4.474,16.541
4.475,16.557
4.476,16.573
4.477,16.589
4.479,16.605
4.480,16.621
4.481,16.637
4.482,16.653
4.484,16.669
4.485,16.685
4.486,16.701
4.487,16.717
4.488,16.733
4.490,16.749
4.491,16.765
4.492,16.781
4.493,16.798
4.495,16.814
4.496,16.830
4.497,16.846
4.498,16.862
4.499,16.878
4.501,16.894
4.502,16.910
4.503,16.926
4.504,16.942
4.505,16.959
4.507,16.975
4.508,16.991
4.509,17.007
4.510,17.023
4.512,17.039
4.513,17.055
4.514,17.071
4.515,17.088
4.516,17.104
4.518,17.120
4.519,17.136
4.520,17.153
4.521,17.169
4.523,17.185
4.524,17.201
4.525,17.217
4.526,17.233
4.527,17.250
4.529,17.266
4.530,17.282
4.531,17.298
4.532,17.314
4.534,17.330
4.535,17.346
4.536,17.363
4.537,17.379
4.538,17.395
4.540,17.411
4.541,17.427
4.542,17.444
4.543,17.460
4.545,17.476
4.546,17.492
4.547,17.509
4.548,17.525
4.549,17.541
4.551,17.557
4.552,17.573
4.553,17.590
4.554,17.606
4.556,17.622
4.557,17.638
4.558,17.655
4.559,17.671
4.560,17.687
4.562,17.704
4.563,17.720
4.564,17.736
4.565,17.752
4.567,17.769
4.568,17.785
4.569,17.801
4.570,17.818
4.571,17.834
4.573,17.850
4.574,17.866
4.575,17.883
4.576,17.899
4.578,17.915
4.579,17.932
4.580,17.948
4.581,17.964
4.582,17.981
4.584,17.997
4.585,18.013
4.586,18.030
4.587,18.046
4.589,18.062
4.590,18.079
4.591,18.095
4.592,18.111
4.593,18.128
4.595,18.144
4.596,18.160
4.597,18.177
4.598,18.193
4.600,18.210
4.601,18.226
4.602,18.242
4.603,18.259
4.604,18.275
4.606,18.292
4.607,18.308
4.608,18.325
4.609,18.341
4.611,18.358
4.612,18.374
4.613,18.391
4.614,18.407
4.615,18.423
4.617,18.440
4.618,18.456
4.619,18.472
4.620,18.489
4.621,18.505
4.623,18.522
4.624,18.538
4.625,18.554
4.626,18.571
4.628,18.587
4.629,18.604
4.630,18.620
4.631,18.637
4.632,18.653
4.634,18.670
4.635,18.686
4.636,18.703
4.637,18.719
4.639,18.736
4.640,18.752
4.641,18.769
4.642,18.785
4.643,18.802
4.645,18.818
4.646,18.835
4.647,18.851
4.648,18.868
4.650,18.884
4.651,18.901
4.652,18.917
4.653,18.934
4.654,18.950
4.656,18.967
4.657,18.983
4.658,19.000
4.659,19.017
4.661,19.033
4.662,19.050
4.663,19.066
4.664,19.083
4.665,19.099
4.667,19.116
4.668,19.132
4.669,19.149
4.670,19.165
4.672,19.182
4.673,19.199
4.674,19.215
4.675,19.232
4.676,19.248
4.678,19.265
4.679,19.281
4.680,19.298
4.681,19.314
4.683,19.331
4.684,19.348
4.685,19.364
4.686,19.381
4.687,19.397
4.689,19.414
4.690,19.430
4.691,19.447
4.692,19.463
4.694,19.480
4.695,19.497
4.696,19.513
4.697,19.530
4.698,19.546
4.700,19.563
4.701,19.579
4.702,19.596
4.703,19.612
4.705,19.629
4.706,19.645
4.707,19.661
4.708,19.678
4.709,19.694
4.711,19.711
4.712,19.727
4.713,19.744
4.714,19.760
4.716,19.777
4.717,19.793
4.718,19.810
4.719,19.826
4.720,19.843
4.722,19.859
4.723,19.876
4.724,19.892
4.725,19.909
4.726,19.925
4.728,19.942
4.729,19.958
4.730,19.975
4.731,19.991
4.733,20.008
4.734,20.024
4.735,20.041
4.736,20.057
4.737,20.074
4.739,20.090
4.740,20.107
4.741,20.123
4.742,20.139
4.744,20.156
4.745,20.172
4.746,20.189
4.747,20.205
4.748,20.222
4.750,20.238
4.751,20.254
4.752,20.271
4.753,20.287
4.755,20.304
4.756,20.320
4.757,20.337
4.758,20.353
4.759,20.370
4.761,20.386
4.762,20.402
4.763,20.419
4.764,20.435
4.766,20.452
4.767,20.468
4.768,20.485
4.769,20.501
4.770,20.518
4.772,20.534
4.773,20.551
4.774,20.567
4.775,20.584
4.777,20.600
4.778,20.617
4.779,20.633
4.780,20.650
4.781,20.667
4.783,20.684
4.784,20.701
4.785,20.717
4.786,20.734
4.788,20.751
4.789,20.767
4.790,20.784
4.791,20.801
4.792,20.817
4.794,20.834
4.795,20.850
4.796,20.867
4.797,20.883
4.799,20.900
4.800,20.916
4.801,20.933
4.802,20.949
4.803,20.966
4.805,20.982
4.806,20.999
4.807,21.015
4.808,21.032
4.810,21.048
4.811,21.065
4.812,21.081
4.813,21.098
4.814,21.114
4.816,21.130
4.817,21.147
4.818,21.163
4.819,21.180
4.821,21.196
4.822,21.213
4.823,21.229
4.824,21.246
4.825,21.262
4.827,21.279
4.828,21.295
4.829,21.311
4.830,21.328
4.832,21.344
4.833,21.361
4.834,21.377
4.835,21.393
4.836,21.410
4.838,21.426
4.839,21.443
4.840,21.459
4.841,21.475
4.842,21.492
4.844,21.508
4.845,21.524
4.846,21.541
4.847,21.557
4.849,21.573
4.850,21.590
4.851,21.606
4.852,21.622
4.853,21.639
4.855,21.655
4.856,21.671
4.857,21.688
4.858,21.704
4.860,21.720
4.861,21.737
4.862,21.753
4.863,21.769
4.864,21.785
4.866,21.802
4.867,21.818
4.868,21.834
4.869,21.850
4.871,21.867
4.872,21.883
4.873,21.899
4.874,21.915
4.875,21.931
4.877,21.948
4.878,21.964
4.879,21.980
4.880,21.996
4.882,22.012
4.883,22.029
4.884,22.045
4.885,22.061
4.886,22.077
4.888,22.093
4.889,22.109
4.890,22.125
4.891,22.142
4.893,22.158
4.894,22.174
4.895,22.190
4.896,22.206
4.897,22.222
4.899,22.238
4.900,22.254
4.901,22.270
4.902,22.286
4.904,22.302
4.905,22.318
4.906,22.334
4.907,22.350
4.908,22.366
4.910,22.382
4.911,22.398
4.912,22.414
4.913,22.430
4.915,22.446
4.916,22.462
4.917,22.478
4.918,22.494
4.919,22.510
4.921,22.526
4.922,22.542
4.923,22.558
4.924,22.573
4.926,22.589
4.927,22.605
4.928,22.621
4.929,22.637
4.930,22.653
4.932,22.669
4.933,22.684
4.934,22.700
4.935,22.716
4.937,22.732
4.938,22.748
4.939,22.763
4.940,22.779
4.941,22.795
4.943,22.811
4.944,22.826
4.945,22.842
4.946,22.858
4.947,22.873
4.949,22.889
4.950,22.905
4.951,22.920
4.952,22.936
4.954,22.952
4.955,22.967
4.956,22.983
4.957,22.998
4.958,23.014
4.960,23.030
4.961,23.045
4.962,23.061
4.963,23.076
4.965,23.092
4.966,23.107
4.967,23.123
4.968,23.138
4.969,23.154
4.971,23.169
4.972,23.185
4.973,23.200
4.974,23.216
4.976,23.231
4.977,23.247
4.978,23.262
4.979,23.277
4.980,23.293
4.982,23.308
4.983,23.324
4.984,23.339
4.985,23.354
4.987,23.370
4.988,23.385
4.989,23.400
4.990,23.415
4.991,23.431
4.993,23.446
4.994,23.461
4.995,23.476
4.996,23.492
4.998,23.507
4.999,23.522
5.000,23.537
